timestamp,date,time,primary_activity,probability,latitude,longitude,lat_e7_original,lng_e7_original,distance_to_prev_m,accuracy_m,gps_source,time_to_gps_seconds,device_id,signal_type,all_activities_json
2025-08-18T12:51:05.274000+00:00,2025-08-18,12:51:05,ON_FOOT,0.92,51.9339129,8.8819734,519339129,88819734,47.2,16.217,UNKNOWN,17.65,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.92}, {""activityType"": ""WALKING"", ""probability"": 0.92}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.04}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""RUNNING"", ""probability"": 0.02}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}]"
2025-08-18T12:51:08.932000+00:00,2025-08-18,12:51:08,ON_FOOT,0.92,51.9339129,8.8819734,519339129,88819734,0.0,16.217,UNKNOWN,13.992,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.92}, {""activityType"": ""WALKING"", ""probability"": 0.92}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.02}, {""activityType"": ""RUNNING"", ""probability"": 0.02}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}]"
2025-08-18T12:51:14.207000+00:00,2025-08-18,12:51:14,ON_FOOT,0.92,51.9339129,8.8819734,519339129,88819734,0.0,16.217,UNKNOWN,8.717,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.92}, {""activityType"": ""WALKING"", ""probability"": 0.92}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.02}, {""activityType"": ""RUNNING"", ""probability"": 0.02}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}]"
2025-08-18T12:51:20.316000+00:00,2025-08-18,12:51:20,ON_FOOT,0.91,51.9339129,8.8819734,519339129,88819734,0.0,16.217,UNKNOWN,2.608,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.91}, {""activityType"": ""WALKING"", ""probability"": 0.91}, {""activityType"": ""RUNNING"", ""probability"": 0.04}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.03}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}]"
2025-08-18T12:51:25.989000+00:00,2025-08-18,12:51:25,ON_FOOT,0.91,51.9339089,8.8820133,519339089,88820133,2.8,4.236,GPS,2.174,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.91}, {""activityType"": ""WALKING"", ""probability"": 0.91}, {""activityType"": ""RUNNING"", ""probability"": 0.04}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.03}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}]"
2025-08-18T12:51:27.955000+00:00,2025-08-18,12:51:27,ON_FOOT,0.91,51.9339089,8.8820133,519339089,88820133,0.0,4.236,GPS,4.14,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.91}, {""activityType"": ""WALKING"", ""probability"": 0.91}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.03}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""RUNNING"", ""probability"": 0.01}]"
2025-08-18T12:51:35.308000+00:00,2025-08-18,12:51:35,ON_FOOT,0.95,51.9336592,8.8818319,519336592,88818319,30.4,13.288,UNKNOWN,10.727,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.95}, {""activityType"": ""WALKING"", ""probability"": 0.95}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""RUNNING"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.0}]"
2025-08-18T12:51:41.012000+00:00,2025-08-18,12:51:41,ON_FOOT,0.98,51.9336592,8.8818319,519336592,88818319,0.0,13.288,UNKNOWN,5.023,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.98}, {""activityType"": ""WALKING"", ""probability"": 0.98}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""RUNNING"", ""probability"": 0.0}]"
2025-08-18T12:51:42.897000+00:00,2025-08-18,12:51:42,ON_FOOT,0.98,51.9336592,8.8818319,519336592,88818319,0.0,13.288,UNKNOWN,3.138,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.98}, {""activityType"": ""WALKING"", ""probability"": 0.98}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""RUNNING"", ""probability"": 0.0}]"
2025-08-18T12:51:48.385000+00:00,2025-08-18,12:51:48,ON_FOOT,0.98,51.9336592,8.8818319,519336592,88818319,0.0,13.288,UNKNOWN,2.35,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.98}, {""activityType"": ""WALKING"", ""probability"": 0.98}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.0}]"
2025-08-18T12:51:53.412000+00:00,2025-08-18,12:51:53,ON_FOOT,0.98,51.9336592,8.8818319,519336592,88818319,0.0,13.288,UNKNOWN,7.377,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.98}, {""activityType"": ""WALKING"", ""probability"": 0.98}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.0}]"
2025-08-18T12:52:00.619000+00:00,2025-08-18,12:52:00,ON_FOOT,0.94,51.9334617,8.8818724,519334617,88818724,22.1,17.734,UNKNOWN,2.154,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.94}, {""activityType"": ""WALKING"", ""probability"": 0.94}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.02}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.02}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}, {""activityType"": ""RUNNING"", ""probability"": 0.0}]"
2025-08-18T12:52:07.810000+00:00,2025-08-18,12:52:07,ON_FOOT,0.9,51.9334694,8.8818902,519334694,88818902,1.5,4.421,GPS,2.889,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.9}, {""activityType"": ""WALKING"", ""probability"": 0.9}, {""activityType"": ""RUNNING"", ""probability"": 0.04}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.03}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}]"
2025-08-18T12:52:12.823000+00:00,2025-08-18,12:52:12,ON_FOOT,0.91,51.9334694,8.8818902,519334694,88818902,0.0,4.421,GPS,7.902,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.91}, {""activityType"": ""WALKING"", ""probability"": 0.91}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.03}, {""activityType"": ""RUNNING"", ""probability"": 0.03}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}]"
2025-08-18T12:52:20.084000+00:00,2025-08-18,12:52:20,ON_FOOT,0.88,51.9333514,8.8818093,519333514,88818093,14.2,34.4,UNKNOWN,2.225,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.88}, {""activityType"": ""WALKING"", ""probability"": 0.88}, {""activityType"": ""RUNNING"", ""probability"": 0.06}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.03}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}]"
2025-08-18T12:52:27.342000+00:00,2025-08-18,12:52:27,ON_FOOT,0.92,51.9333514,8.8818093,519333514,88818093,0.0,34.4,UNKNOWN,5.033,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.92}, {""activityType"": ""WALKING"", ""probability"": 0.92}, {""activityType"": ""RUNNING"", ""probability"": 0.03}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.02}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}]"
2025-08-18T12:52:34.617000+00:00,2025-08-18,12:52:34,ON_FOOT,0.96,51.9330666,8.8820399,519330666,88820399,35.4,3.755,GPS,6.962,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.96}, {""activityType"": ""WALKING"", ""probability"": 0.96}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""RUNNING"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.0}]"
2025-08-18T12:52:41.896000+00:00,2025-08-18,12:52:41,ON_FOOT,0.92,51.9330666,8.8820399,519330666,88820399,0.0,3.755,GPS,0.317,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.92}, {""activityType"": ""WALKING"", ""probability"": 0.92}, {""activityType"": ""RUNNING"", ""probability"": 0.06}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.0}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.0}]"
2025-08-18T12:52:46.350000+00:00,2025-08-18,12:52:46,GPS_ONLY,,51.9330082,8.8820881,519330082,88820881,7.3,27.321,UNKNOWN,0,409855794,position_only,[]
2025-08-18T12:53:17.891000+00:00,2025-08-18,12:53:17,GPS_ONLY,,51.9332552,8.8816893,519332552,88816893,38.8,45.549,UNKNOWN,0,409855794,position_only,[]
2025-08-18T12:53:37.962000+00:00,2025-08-18,12:53:37,GPS_ONLY,,51.9332921,8.8818237,519332921,88818237,10.1,33.816,UNKNOWN,0,409855794,position_only,[]
2025-08-18T12:54:31.130000+00:00,2025-08-18,12:54:31,ON_FOOT,0.81,51.9333555,8.8817751,519333555,88817751,7.8,26.905,WIFI,13.234,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.81}, {""activityType"": ""WALKING"", ""probability"": 0.81}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.07}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.07}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.06}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.04}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""RUNNING"", ""probability"": 0.01}]"
2025-08-18T12:55:32.817000+00:00,2025-08-18,12:55:32,ON_FOOT,0.85,51.9331384,8.8820065,519331384,88820065,28.9,27.582,WIFI,0.778,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.85}, {""activityType"": ""WALKING"", ""probability"": 0.85}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.08}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.08}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.04}, {""activityType"": ""RUNNING"", ""probability"": 0.02}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.02}]"
2025-08-18T12:55:37.978000+00:00,2025-08-18,12:55:37,GPS_ONLY,,51.9333074,8.8816437,519333074,88816437,31.2,45.054,UNKNOWN,0,409855794,position_only,[]
2025-08-18T12:58:55.412000+00:00,2025-08-18,12:58:55,UNKNOWN,0.41,51.9333088,8.8816056,519333088,88816056,2.6,25.704,UNKNOWN,37.379,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-18T12:59:34.432000+00:00,2025-08-18,12:59:34,GPS_ONLY,,51.9330207,8.8817175,519330207,88817175,32.9,40.778,WIFI,0,409855794,position_only,[]
2025-08-18T13:00:57.982000+00:00,2025-08-18,13:00:57,GPS_ONLY,,51.9333543,8.8814533,519333543,88814533,41.3,21.262,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:01:33.529000+00:00,2025-08-18,13:01:33,GPS_ONLY,,51.9332307,8.8818547,519332307,88818547,30.8,27.148,WIFI,0,409855794,position_only,[]
2025-08-18T13:02:18.034000+00:00,2025-08-18,13:02:18,ON_FOOT,0.94,51.9331356,8.8816741,519331356,88816741,16.3,48.537,UNKNOWN,42.059,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.94}, {""activityType"": ""WALKING"", ""probability"": 0.94}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.03}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.03}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""RUNNING"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}]"
2025-08-18T13:03:35.377000+00:00,2025-08-18,13:03:35,GPS_ONLY,,51.9331683,8.8819712,519331683,88819712,20.7,31.882,WIFI,0,409855794,position_only,[]
2025-08-18T13:03:45.111000+00:00,2025-08-18,13:03:45,GPS_ONLY,,51.9333626,8.8817525,519333626,88817525,26.3,21.18,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:05:36.051000+00:00,2025-08-18,13:05:36,STILL,0.96,51.9332891,8.8817849,519332891,88817849,8.5,17.208,WIFI,2.023,409855794,activity,"[{""activityType"": ""STILL"", ""probability"": 0.96}, {""activityType"": ""ON_FOOT"", ""probability"": 0.02}, {""activityType"": ""WALKING"", ""probability"": 0.02}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}]"
2025-08-18T13:06:01.361000+00:00,2025-08-18,13:06:01,GPS_ONLY,,51.9332431,8.8817082,519332431,88817082,7.3,51.468,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:06:20.100000+00:00,2025-08-18,13:06:20,GPS_ONLY,,51.9332823,8.8818283,519332823,88818283,9.3,25.16,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:07:00.174000+00:00,2025-08-18,13:07:00,GPS_ONLY,,51.9332944,8.8818364,519332944,88818364,1.5,20.157,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:07:41.063000+00:00,2025-08-18,13:07:41,GPS_ONLY,,51.9333218,8.8816928,519333218,88816928,10.3,21.466,WIFI,0,409855794,position_only,[]
2025-08-18T13:08:58.642000+00:00,2025-08-18,13:08:58,UNKNOWN,0.41,51.9333130,8.8817596,519333130,88817596,4.7,22.276,UNKNOWN,38.441,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-18T13:11:00.192000+00:00,2025-08-18,13:11:00,GPS_ONLY,,51.9332864,8.8818126,519332864,88818126,4.7,20.409,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:12:21.247000+00:00,2025-08-18,13:12:21,STILL,0.96,51.9333174,8.8818003,519333174,88818003,3.5,29.895,UNKNOWN,78.952,409855794,activity,"[{""activityType"": ""STILL"", ""probability"": 0.96}, {""activityType"": ""ON_FOOT"", ""probability"": 0.02}, {""activityType"": ""WALKING"", ""probability"": 0.02}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}]"
2025-08-18T13:14:01.118000+00:00,2025-08-18,13:14:01,GPS_ONLY,,51.9333116,8.8817959,519333116,88817959,0.7,22.444,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:14:21.145000+00:00,2025-08-18,13:14:21,GPS_ONLY,,51.9333647,8.8817463,519333647,88817463,6.8,30.691,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:15:01.207000+00:00,2025-08-18,13:15:01,GPS_ONLY,,51.9334712,8.8815323,519334712,88815323,18.9,40.252,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:15:43.846000+00:00,2025-08-18,13:15:43,STILL,0.96,51.9333265,8.8817662,519333265,88817662,22.7,21.903,UNKNOWN,37.365,409855794,activity,"[{""activityType"": ""STILL"", ""probability"": 0.96}, {""activityType"": ""ON_FOOT"", ""probability"": 0.02}, {""activityType"": ""WALKING"", ""probability"": 0.02}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.01}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.01}]"
2025-08-18T13:19:06.433000+00:00,2025-08-18,13:19:06,STILL,1.0,51.9333265,8.8818275,519333265,88818275,4.2,24.041,UNKNOWN,5.163,409855794,activity,"[{""activityType"": ""STILL"", ""probability"": 1.0}]"
2025-08-18T13:22:07.623000+00:00,2025-08-18,13:22:07,GPS_ONLY,,51.9333171,8.8817766,519333171,88817766,3.6,16.549,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:22:27.594000+00:00,2025-08-18,13:22:27,GPS_ONLY,,51.9332954,8.8818280,519332954,88818280,4.3,13.686,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:23:36.590000+00:00,2025-08-18,13:23:36,UNKNOWN,0.41,51.9333169,8.8817049,519333169,88817049,8.8,17.358,UNKNOWN,28.858,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-18T13:24:27.711000+00:00,2025-08-18,13:24:27,GPS_ONLY,,51.9333291,8.8818221,519333291,88818221,8.1,14.888,WIFI,0,409855794,position_only,[]
2025-08-18T13:25:43.491000+00:00,2025-08-18,13:25:43,GPS_ONLY,,51.9333268,8.8818097,519333268,88818097,0.9,19.483,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:25:59.695000+00:00,2025-08-18,13:25:59,GPS_ONLY,,51.9332897,8.8818194,519332897,88818194,4.2,17.776,WIFI,0,409855794,position_only,[]
2025-08-18T13:26:04.686000+00:00,2025-08-18,13:26:04,GPS_ONLY,,51.9333250,8.8818568,519333250,88818568,4.7,21.258,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:26:44.717000+00:00,2025-08-18,13:26:44,GPS_ONLY,,51.9333174,8.8817845,519333174,88817845,5.0,20.181,WIFI,0,409855794,position_only,[]
2025-08-18T13:26:49.642000+00:00,2025-08-18,13:26:49,GPS_ONLY,,51.9333574,8.8817757,519333574,88817757,4.5,17.936,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:27:09.816000+00:00,2025-08-18,13:27:09,GPS_ONLY,,51.9333263,8.8817181,519333263,88817181,5.2,23.716,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:28:06.685000+00:00,2025-08-18,13:28:06,UNKNOWN,0.41,51.9333303,8.8817594,519333303,88817594,2.9,22.367,UNKNOWN,16.928,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-18T13:29:23.041000+00:00,2025-08-18,13:29:23,GPS_ONLY,,51.9333707,8.8817541,519333707,88817541,4.5,23.774,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:29:38.239000+00:00,2025-08-18,13:29:38,ON_FOOT,0.91,51.9334099,8.8816908,519334099,88816908,6.2,19.032,WIFI,1.998,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.91}, {""activityType"": ""WALKING"", ""probability"": 0.91}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.04}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.04}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.04}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.01}, {""activityType"": ""UNKNOWN"", ""probability"": 0.0}]"
2025-08-18T13:29:45.265000+00:00,2025-08-18,13:29:45,UNKNOWN,0.41,51.9334400,8.8817086,519334400,88817086,3.6,24.086,UNKNOWN,0.104,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-18T13:29:50.280000+00:00,2025-08-18,13:29:50,UNKNOWN,0.41,51.9334400,8.8817086,519334400,88817086,0.0,24.086,UNKNOWN,5.119,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-18T13:30:00.046000+00:00,2025-08-18,13:30:00,UNKNOWN,0.41,51.9334400,8.8817086,519334400,88817086,0.0,24.086,UNKNOWN,14.885,409855794,activity,"[{""activityType"": ""UNKNOWN"", ""probability"": 0.41}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.1}, {""activityType"": ""ON_FOOT"", ""probability"": 0.1}, {""activityType"": ""STILL"", ""probability"": 0.1}, {""activityType"": ""WALKING"", ""probability"": 0.1}, {""activityType"": ""RUNNING"", ""probability"": 0.1}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.1}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.1}]"
2025-08-18T13:30:23.155000+00:00,2025-08-18,13:30:23,GPS_ONLY,,51.9333936,8.8817293,519333936,88817293,5.4,28.455,UNKNOWN,0,409855794,position_only,[]
2025-08-18T13:31:30.450000+00:00,2025-08-18,13:31:30,ON_FOOT,0.87,51.9335426,8.8819386,519335426,88819386,21.9,19.782,WIFI,0.755,409855794,activity,"[{""activityType"": ""ON_FOOT"", ""probability"": 0.87}, {""activityType"": ""WALKING"", ""probability"": 0.87}, {""activityType"": ""IN_VEHICLE"", ""probability"": 0.06}, {""activityType"": ""IN_ROAD_VEHICLE"", ""probability"": 0.06}, {""activityType"": ""IN_RAIL_VEHICLE"", ""probability"": 0.03}, {""activityType"": ""ON_BICYCLE"", ""probability"": 0.02}, {""activityType"": ""STILL"", ""probability"": 0.02}, {""activityType"": ""UNKNOWN"", ""probability"": 0.01}, {""activityType"": ""RUNNING"", ""probability"": 0.0}]"
